Minimum address;Maximum address;Segments;Segment sizes;Shared objects;Requested names;Average entropy;Maximum block entropy;Minimum block entropy;Median block entropy;Standard deviation block entropy;Packed;Packer
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xac862, filesize=0xac862, offset=0x0>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x4ad000, memsize=0x13c9e8, filesize=0x0, offset=0x0>]>;[706658, 1296872];pakkero_pestr,extern-address space,cle##tls;set();7.4504469204543025;7.705029049028175;4.754700129418109;7.54233452478925;0.23526825953394517;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf1835, filesize=0xf1835, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989237, 223720];pakkero_lesskey,extern-address space,cle##tls;set();5.55975922486416;7.924806127714187;0.0;5.362815124996546;1.8313430408788307;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xac832, filesize=0xac832, offset=0x0>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x4ad000, memsize=0x13c9e8, filesize=0x0, offset=0x0>]>;[706610, 1296872];pakkero_pjtoppm,extern-address space,cle##tls;set();7.449770168819472;7.7087580273187335;4.6808134280893965;7.543382772235859;0.24014357872690476;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xac822, filesize=0xac822, offset=0x0>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x4ad000, memsize=0x13c9e8, filesize=0x0, offset=0x0>]>;[706594, 1296872];pakkero_md5sum,extern-address space,cle##tls;set();7.455451647842787;7.693355391970174;4.792971599509387;7.547576076343122;0.23133074876244042;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf18b5, filesize=0xf18b5, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989365, 223720];pakkero_iceauth,extern-address space,cle##tls;set();5.604565950111261;7.924806127714187;0.0;5.39407291807628;1.834870625470249;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf1875, filesize=0xf1875, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989301, 223720];pakkero_namei,extern-address space,cle##tls;set();5.572458262305159;7.924806127714187;0.0;5.373425181859962;1.831993703856074;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf188d, filesize=0xf188d, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989325, 223720];pakkero_mesg,extern-address space,cle##tls;set();5.50088789648054;7.924806127714187;0.0;5.33242744900304;1.8234783717879837;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf1855, filesize=0xf1855, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989269, 223720];pakkero_ptx,extern-address space,cle##tls;set();5.617917191328552;7.924806127714187;0.0;5.405475532043237;1.8354944581745947;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xc0864, filesize=0xc0864, offset=0x0>, <ELFSegment flags=0x4, relro=0x0, vaddr=0x4c1000, memsize=0xf183d, filesize=0xf183d, offset=0xc1000>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x5b3000, memsize=0x369e8, filesize=0x17bb0, offset=0x1b3000>]>;[788580, 989245, 223720];pakkero_logname,extern-address space,cle##tls;set();5.587151953798437;7.924806127714187;0.0;5.3853627819957595;1.8331578500815184;1;pakkero
4194304;6199783;<Regions: [<ELFSegment flags=0x5, relro=0x0, vaddr=0x400000, memsize=0xac832, filesize=0xac832, offset=0x0>, <ELFSegment flags=0x6, relro=0x0, vaddr=0x4ad000, memsize=0x13c9e8, filesize=0x0, offset=0x0>]>;[706610, 1296872];pakkero_palmtopnm,extern-address space,cle##tls;set();7.452130256102141;7.712545594793729;4.7703312545353995;7.542214614655227;0.23403338609838076;1;pakkero
